antecedent,consequent,support,confidence,lift
"['49', '26']","['18', '14']",0.1,0.61,1.16
"['18', '14', '49']",['26'],0.1,0.46,1.11
"['18', '14', '26']",['49'],0.1,0.43,1.12
"['18', '49', '26']",['14'],0.1,0.82,1.14
"['14', '49', '26']",['18'],0.1,0.78,1.11
['49'],"['18', '14', '16']",0.12,0.32,1.14
"['18', '49']","['14', '16']",0.12,0.44,1.15
"['18', '16']","['14', '49']",0.12,0.34,1.16
"['14', '49']","['18', '16']",0.12,0.43,1.16
"['14', '16']","['18', '49']",0.12,0.33,1.15
"['49', '16']","['18', '14']",0.12,0.58,1.11
"['18', '14', '49']",['16'],0.12,0.56,1.1
"['18', '14', '16']",['49'],0.12,0.44,1.14
"['18', '49', '16']",['14'],0.12,0.78,1.09
"['14', '49', '16']",['18'],0.12,0.78,1.11
"['34', '49']","['14', '16']",0.11,0.42,1.12
"['34', '16']","['14', '49']",0.11,0.32,1.12
"['14', '49']","['34', '16']",0.11,0.37,1.12
"['49', '16']","['34', '14']",0.11,0.51,1.07
"['34', '14', '49']",['16'],0.11,0.56,1.09
"['34', '14', '16']",['49'],0.11,0.42,1.08
"['34', '49', '16']",['14'],0.11,0.78,1.09
"['14', '49', '16']",['34'],0.11,0.68,1.06
['49'],['32'],0.17,0.44,1.08
['32'],['49'],0.17,0.42,1.08
"['1', '49']",['32'],0.1,0.49,1.18
"['1', '32']",['49'],0.1,0.44,1.14
"['49', '32']",['1'],0.1,0.58,1.11
"['1', '49']",['16'],0.11,0.56,1.09
"['1', '16']",['49'],0.11,0.41,1.06
"['49', '16']",['1'],0.11,0.54,1.04
['49'],"['18', '32']",0.13,0.34,1.12
['32'],"['18', '49']",0.13,0.32,1.13
"['18', '49']",['32'],0.13,0.47,1.13
"['18', '32']",['49'],0.13,0.44,1.12
"['49', '32']",['18'],0.13,0.77,1.09
"['34', '49']",['32'],0.11,0.45,1.09
"['34', '32']",['49'],0.11,0.41,1.06
"['49', '32']",['34'],0.11,0.66,1.03
"['49', '30']",['32'],0.1,0.45,1.09
"['30', '32']",['49'],0.1,0.42,1.08
"['49', '32']",['30'],0.1,0.59,1.06
"['6', '49']",['32'],0.1,0.47,1.13
"['6', '32']",['49'],0.1,0.43,1.1
"['49', '32']",['6'],0.1,0.58,1.1
['49'],"['14', '32']",0.13,0.33,1.11
['32'],"['14', '49']",0.13,0.31,1.09
"['14', '49']",['32'],0.13,0.45,1.09
"['14', '32']",['49'],0.13,0.43,1.11
"['49', '32']",['14'],0.13,0.75,1.05
['49'],"['16', '19']",0.12,0.31,1.09
"['49', '16']",['19'],0.12,0.57,1.06
"['16', '19']",['49'],0.12,0.42,1.09
"['49', '19']",['16'],0.12,0.55,1.08
"['18', '49']","['14', '32']",0.1,0.37,1.23
"['18', '32']","['14', '49']",0.1,0.34,1.19
"['14', '49']","['18', '32']",0.1,0.36,1.19
"['14', '32']","['18', '49']",0.1,0.35,1.23
"['49', '32']","['18', '14']",0.1,0.6,1.14
"['18', '14', '49']",['32'],0.1,0.47,1.15
"['18', '14', '32']",['49'],0.1,0.45,1.16
"['18', '49', '32']",['14'],0.1,0.79,1.1
"['14', '49', '32']",['18'],0.1,0.8,1.14
"['48', '49']",['16'],0.11,0.55,1.08
"['48', '16']",['49'],0.11,0.43,1.1
"['49', '16']",['48'],0.11,0.5,1.04
"['49', '19']",['26'],0.1,0.46,1.11
"['26', '19']",['49'],0.1,0.43,1.11
"['49', '26']",['19'],0.1,0.61,1.13
['1'],['44'],0.2,0.38,1.03
['44'],['1'],0.2,0.53,1.03
['44'],['18'],0.27,0.73,1.03
['18'],['44'],0.27,0.38,1.03
['44'],['34'],0.25,0.67,1.04
['34'],['44'],0.25,0.39,1.04
['44'],['30'],0.22,0.58,1.03
['30'],['44'],0.22,0.38,1.03
['44'],['49'],0.14,0.38,0.99
['49'],['44'],0.14,0.37,0.99
['6'],['44'],0.21,0.39,1.04
['44'],['6'],0.21,0.55,1.04
['44'],['14'],0.28,0.76,1.06
['14'],['44'],0.28,0.39,1.06
['44'],['19'],0.21,0.57,1.06
['19'],['44'],0.21,0.39,1.06
['4'],['44'],0.16,0.4,1.06
['44'],['4'],0.16,0.42,1.06
['44'],['48'],0.19,0.5,1.04
['48'],['44'],0.19,0.39,1.04
['44'],"['1', '18']",0.15,0.42,1.07
"['1', '44']",['18'],0.15,0.78,1.1
"['1', '18']",['44'],0.15,0.4,1.07
"['44', '18']",['1'],0.15,0.57,1.1
['44'],"['1', '34']",0.14,0.37,1.06
"['1', '44']",['34'],0.14,0.7,1.09
"['1', '34']",['44'],0.14,0.4,1.06
"['44', '34']",['1'],0.14,0.56,1.07
['44'],"['1', '30']",0.12,0.31,1.02
"['1', '44']",['30'],0.12,0.59,1.05
"['1', '30']",['44'],0.12,0.38,1.02
"['44', '30']",['1'],0.12,0.54,1.04
['44'],"['6', '1']",0.12,0.31,1.09
"['6', '1']",['44'],0.12,0.41,1.09
"['6', '44']",['1'],0.12,0.56,1.09
"['1', '44']",['6'],0.12,0.58,1.1
['1'],"['44', '14']",0.16,0.3,1.07
['44'],"['1', '14']",0.16,0.42,1.1
"['1', '44']",['14'],0.16,0.79,1.1
"['1', '14']",['44'],0.16,0.41,1.1
"['44', '14']",['1'],0.16,0.55,1.07
['44'],"['1', '19']",0.12,0.31,1.09
"['1', '44']",['19'],0.12,0.59,1.08
"['1', '19']",['44'],0.12,0.41,1.09
"['44', '19']",['1'],0.12,0.55,1.06
"['1', '44']",['48'],0.1,0.52,1.08
"['1', '48']",['44'],0.1,0.4,1.08
"['44', '48']",['1'],0.1,0.55,1.06
['44'],"['34', '18']",0.19,0.5,1.08
"['44', '18']",['34'],0.19,0.69,1.08
"['44', '34']",['18'],0.19,0.75,1.07
"['34', '18']",['44'],0.19,0.4,1.08
['44'],"['18', '30']",0.16,0.42,1.07
"['44', '18']",['30'],0.16,0.58,1.04
"['44', '30']",['18'],0.16,0.73,1.04
"['18', '30']",['44'],0.16,0.4,1.07
"['44', '18']",['49'],0.11,0.4,1.03
"['44', '49']",['18'],0.11,0.76,1.07
"['18', '49']",['44'],0.11,0.38,1.03
['44'],"['6', '18']",0.15,0.41,1.07
"['6', '44']",['18'],0.15,0.74,1.05
"['6', '18']",['44'],0.15,0.4,1.07
"['44', '18']",['6'],0.15,0.56,1.07
['44'],"['18', '14']",0.21,0.57,1.08
['18'],"['44', '14']",0.21,0.3,1.06
"['44', '18']",['14'],0.21,0.78,1.09
"['44', '14']",['18'],0.21,0.75,1.06
"['18', '14']",['44'],0.21,0.4,1.08
['44'],"['18', '19']",0.16,0.43,1.07
"['44', '18']",['19'],0.16,0.59,1.09
"['44', '19']",['18'],0.16,0.75,1.06
"['18', '19']",['44'],0.16,0.4,1.07
['44'],"['4', '18']",0.12,0.32,1.1
"['4', '44']",['18'],0.12,0.75,1.07
"['4', '18']",['44'],0.12,0.41,1.1
"['44', '18']",['4'],0.12,0.44,1.11
['44'],"['18', '48']",0.14,0.36,1.05
"['44', '48']",['18'],0.14,0.73,1.04
"['18', '48']",['44'],0.14,0.39,1.05
"['44', '18']",['48'],0.14,0.5,1.05
['44'],"['34', '30']",0.14,0.39,1.05
"['44', '34']",['30'],0.14,0.58,1.02
"['44', '30']",['34'],0.14,0.66,1.04
"['34', '30']",['44'],0.14,0.39,1.05
['44'],"['6', '34']",0.14,0.37,1.04
"['6', '44']",['34'],0.14,0.67,1.04
"['6', '34']",['44'],0.14,0.39,1.04
"['44', '34']",['6'],0.14,0.55,1.04
['44'],"['34', '14']",0.2,0.52,1.1
['34'],"['44', '14']",0.2,0.3,1.08
"['44', '14']",['34'],0.2,0.69,1.08
"['34', '14']",['44'],0.2,0.41,1.1
"['44', '34']",['14'],0.2,0.78,1.09
['44'],"['34', '19']",0.14,0.38,1.06
"['44', '34']",['19'],0.14,0.57,1.06
"['44', '19']",['34'],0.14,0.67,1.04
"['34', '19']",['44'],0.14,0.4,1.06
"['4', '44']",['34'],0.11,0.69,1.08
"['4', '34']",['44'],0.11,0.41,1.09
"['44', '34']",['4'],0.11,0.44,1.1
['44'],"['34', '48']",0.13,0.34,1.08
"['44', '48']",['34'],0.13,0.68,1.07
"['44', '34']",['48'],0.13,0.51,1.06
"['34', '48']",['44'],0.13,0.4,1.08
['44'],"['6', '30']",0.12,0.32,1.05
"['6', '44']",['30'],0.12,0.59,1.04
"['6', '30']",['44'],0.12,0.39,1.05
"['44', '30']",['6'],0.12,0.56,1.05
['44'],"['14', '30']",0.17,0.45,1.08
['30'],"['44', '14']",0.17,0.3,1.06
"['44', '14']",['30'],0.17,0.6,1.06
"['44', '30']",['14'],0.17,0.78,1.09
"['14', '30']",['44'],0.17,0.4,1.08
['44'],"['30', '19']",0.13,0.34,1.07
"['44', '30']",['19'],0.13,0.58,1.08
"['44', '19']",['30'],0.13,0.59,1.05
"['30', '19']",['44'],0.13,0.4,1.07
"['4', '44']",['30'],0.1,0.64,1.13
"['4', '30']",['44'],0.1,0.41,1.11
"['44', '30']",['4'],0.1,0.46,1.17
['44'],"['48', '30']",0.11,0.31,1.08
"['44', '48']",['30'],0.11,0.61,1.09
"['44', '30']",['48'],0.11,0.53,1.1
"['48', '30']",['44'],0.11,0.4,1.08
"['44', '14']",['49'],0.11,0.39,1.0
"['44', '49']",['14'],0.11,0.77,1.07
"['14', '49']",['44'],0.11,0.38,1.02
['44'],"['6', '14']",0.16,0.42,1.08
"['6', '44']",['14'],0.16,0.76,1.06
"['6', '14']",['44'],0.16,0.4,1.08
"['44', '14']",['6'],0.16,0.55,1.04
['44'],"['6', '19']",0.12,0.32,1.07
"['6', '44']",['19'],0.12,0.58,1.07
"['6', '19']",['44'],0.12,0.4,1.07
"['44', '19']",['6'],0.12,0.56,1.06
['44'],"['14', '19']",0.17,0.44,1.11
['19'],"['44', '14']",0.17,0.31,1.08
"['44', '14']",['19'],0.17,0.58,1.08
"['44', '19']",['14'],0.17,0.78,1.09
"['14', '19']",['44'],0.17,0.41,1.11
['4'],"['44', '14']",0.12,0.31,1.08
['44'],"['4', '14']",0.12,0.33,1.13
"['4', '44']",['14'],0.12,0.77,1.08
"['4', '14']",['44'],0.12,0.42,1.13
"['44', '14']",['4'],0.12,0.43,1.08
['44'],"['48', '14']",0.14,0.39,1.09
['48'],"['44', '14']",0.14,0.3,1.07
"['44', '48']",['14'],0.14,0.78,1.09
"['44', '14']",['48'],0.14,0.51,1.07
"['48', '14']",['44'],0.14,0.41,1.09
"['44', '48']",['19'],0.11,0.59,1.09
"['44', '19']",['48'],0.11,0.51,1.08
"['48', '19']",['44'],0.11,0.41,1.1
"['1', '44']","['34', '18']",0.11,0.56,1.19
"['1', '34']","['44', '18']",0.11,0.31,1.16
"['44', '18']","['1', '34']",0.11,0.41,1.16
"['44', '34']","['1', '18']",0.11,0.44,1.15
"['1', '44', '18']",['34'],0.11,0.72,1.12
"['1', '44', '34']",['18'],0.11,0.79,1.13
"['1', '34', '18']",['44'],0.11,0.41,1.1
"['44', '18', '34']",['1'],0.11,0.59,1.13
['44'],"['1', '18', '14']",0.12,0.33,1.13
"['1', '44']","['18', '14']",0.12,0.62,1.17
"['1', '18']","['44', '14']",0.12,0.32,1.13
"['1', '14']","['44', '18']",0.12,0.32,1.19
"['44', '18']","['1', '14']",0.12,0.46,1.19
"['44', '14']","['1', '18']",0.12,0.44,1.13
"['1', '44', '18']",['14'],0.12,0.8,1.11
"['1', '44', '14']",['18'],0.12,0.79,1.12
"['1', '18', '14']",['44'],0.12,0.42,1.13
"['44', '18', '14']",['1'],0.12,0.58,1.12
['44'],"['1', '34', '14']",0.11,0.3,1.13
"['1', '44']","['34', '14']",0.11,0.56,1.18
"['1', '34']","['44', '14']",0.11,0.32,1.13
"['44', '14']","['1', '34']",0.11,0.4,1.13
"['44', '34']","['1', '14']",0.11,0.45,1.18
"['1', '44', '14']",['34'],0.11,0.71,1.12
"['1', '44', '34']",['14'],0.11,0.8,1.12
"['1', '34', '14']",['44'],0.11,0.42,1.13
"['34', '44', '14']",['1'],0.11,0.57,1.1
"['44', '18']","['34', '30']",0.11,0.4,1.09
"['44', '34']","['18', '30']",0.11,0.44,1.1
"['44', '30']","['34', '18']",0.11,0.5,1.08
"['44', '18', '34']",['30'],0.11,0.58,1.03
"['44', '18', '30']",['34'],0.11,0.69,1.07
"['44', '34', '30']",['18'],0.11,0.76,1.07
"['34', '18', '30']",['44'],0.11,0.4,1.08
"['6', '44']","['34', '18']",0.11,0.52,1.11
"['6', '34']","['44', '18']",0.11,0.3,1.12
"['44', '18']","['6', '34']",0.11,0.39,1.12
"['44', '34']","['6', '18']",0.11,0.43,1.12
"['6', '44', '18']",['34'],0.11,0.7,1.09
"['6', '44', '34']",['18'],0.11,0.78,1.1
"['6', '34', '18']",['44'],0.11,0.41,1.09
"['44', '18', '34']",['6'],0.11,0.57,1.08
['44'],"['34', '18', '14']",0.15,0.41,1.13
"['44', '14']","['34', '18']",0.15,0.54,1.15
"['34', '14']","['44', '18']",0.15,0.32,1.18
"['44', '18']","['34', '14']",0.15,0.56,1.18
"['44', '34']","['18', '14']",0.15,0.61,1.15
"['34', '18']","['44', '14']",0.15,0.32,1.15
"['44', '18', '14']",['34'],0.15,0.71,1.11
"['34', '44', '14']",['18'],0.15,0.78,1.1
"['34', '18', '14']",['44'],0.15,0.42,1.13
"['44', '18', '34']",['14'],0.15,0.8,1.12
"['44', '18']","['34', '19']",0.11,0.41,1.13
"['44', '34']","['18', '19']",0.11,0.44,1.1
"['44', '19']","['34', '18']",0.11,0.52,1.11
"['34', '19']","['44', '18']",0.11,0.31,1.13
"['44', '18', '34']",['19'],0.11,0.59,1.08
"['44', '18', '19']",['34'],0.11,0.69,1.08
"['44', '34', '19']",['18'],0.11,0.77,1.1
"['34', '18', '19']",['44'],0.11,0.4,1.08
['44'],"['18', '14', '30']",0.13,0.34,1.11
"['44', '18']","['14', '30']",0.13,0.47,1.12
"['44', '14']","['18', '30']",0.13,0.45,1.14
"['44', '30']","['18', '14']",0.13,0.59,1.12
"['18', '30']","['44', '14']",0.13,0.32,1.14
"['14', '30']","['44', '18']",0.13,0.3,1.12
"['44', '18', '14']",['30'],0.13,0.6,1.07
"['44', '18', '30']",['14'],0.13,0.81,1.13
"['44', '14', '30']",['18'],0.13,0.76,1.07
"['18', '14', '30']",['44'],0.13,0.41,1.11
['44'],"['6', '18', '14']",0.12,0.32,1.11
"['6', '44']","['18', '14']",0.12,0.58,1.1
"['6', '18']","['44', '14']",0.12,0.31,1.11
"['6', '14']","['44', '18']",0.12,0.31,1.14
"['44', '18']","['6', '14']",0.12,0.44,1.14
"['44', '14']","['6', '18']",0.12,0.42,1.11
"['6', '44', '18']",['14'],0.12,0.78,1.09
"['6', '44', '14']",['18'],0.12,0.77,1.09
"['6', '18', '14']",['44'],0.12,0.41,1.11
"['44', '18', '14']",['6'],0.12,0.56,1.07
['44'],"['18', '14', '19']",0.13,0.35,1.14
"['44', '18']","['14', '19']",0.13,0.48,1.2
"['44', '14']","['18', '19']",0.13,0.46,1.14
"['44', '19']","['18', '14']",0.13,0.61,1.16
"['18', '19']","['44', '14']",0.13,0.32,1.14
"['14', '19']","['44', '18']",0.13,0.32,1.2
"['44', '18', '14']",['19'],0.13,0.61,1.13
"['44', '18', '19']",['14'],0.13,0.81,1.13
"['44', '14', '19']",['18'],0.13,0.78,1.11
"['18', '14', '19']",['44'],0.13,0.42,1.14
"['44', '48']","['18', '14']",0.11,0.6,1.13
"['18', '48']","['44', '14']",0.11,0.32,1.13
"['48', '14']","['44', '18']",0.11,0.31,1.15
"['44', '18']","['48', '14']",0.11,0.41,1.15
"['44', '14']","['18', '48']",0.11,0.39,1.13
"['18', '44', '48']",['14'],0.11,0.82,1.14
"['44', '48', '14']",['18'],0.11,0.76,1.09
"['18', '48', '14']",['44'],0.11,0.41,1.1
"['44', '18', '14']",['48'],0.11,0.52,1.09
['44'],"['34', '14', '30']",0.11,0.31,1.09
"['44', '14']","['34', '30']",0.11,0.41,1.1
"['44', '34']","['14', '30']",0.11,0.46,1.09
"['44', '30']","['34', '14']",0.11,0.53,1.12
"['34', '30']","['44', '14']",0.11,0.31,1.1
"['34', '44', '14']",['30'],0.11,0.59,1.04
"['44', '14', '30']",['34'],0.11,0.68,1.06
"['34', '14', '30']",['44'],0.11,0.41,1.09
"['44', '34', '30']",['14'],0.11,0.8,1.11
"['6', '44']","['34', '14']",0.11,0.53,1.11
"['6', '34']","['44', '14']",0.11,0.31,1.09
"['44', '14']","['6', '34']",0.11,0.38,1.09
"['44', '34']","['6', '14']",0.11,0.43,1.12
"['6', '44', '14']",['34'],0.11,0.7,1.09
"['6', '44', '34']",['14'],0.11,0.79,1.1
"['6', '34', '14']",['44'],0.11,0.41,1.1
"['34', '44', '14']",['6'],0.11,0.56,1.05
['44'],"['34', '14', '19']",0.12,0.31,1.13
"['44', '14']","['34', '19']",0.12,0.41,1.14
"['44', '34']","['14', '19']",0.12,0.46,1.16
"['44', '19']","['34', '14']",0.12,0.54,1.15
"['34', '19']","['44', '14']",0.12,0.32,1.14
"['34', '44', '14']",['19'],0.12,0.59,1.1
"['44', '14', '19']",['34'],0.12,0.7,1.09
"['34', '14', '19']",['44'],0.12,0.42,1.13
"['44', '34', '19']",['14'],0.12,0.81,1.14
"['44', '14']","['34', '48']",0.1,0.36,1.14
"['44', '48']","['34', '14']",0.1,0.55,1.16
"['44', '34']","['48', '14']",0.1,0.41,1.15
"['34', '48']","['44', '14']",0.1,0.32,1.14
"['44', '48', '14']",['34'],0.1,0.71,1.1
"['34', '44', '14']",['48'],0.1,0.52,1.09
"['34', '48', '14']",['44'],0.1,0.42,1.13
"['44', '48', '34']",['14'],0.1,0.8,1.12
"['44', '14']","['30', '19']",0.1,0.35,1.12
"['44', '30']","['14', '19']",0.1,0.46,1.16
"['44', '19']","['14', '30']",0.1,0.47,1.12
"['30', '19']","['44', '14']",0.1,0.32,1.12
"['44', '14', '30']",['19'],0.1,0.59,1.09
"['44', '14', '19']",['30'],0.1,0.6,1.07
"['44', '30', '19']",['14'],0.1,0.8,1.11
"['14', '30', '19']",['44'],0.1,0.42,1.12
['44'],['26'],0.16,0.42,1.02
['26'],['44'],0.16,0.38,1.02
['44'],['16'],0.2,0.52,1.02
['16'],['44'],0.2,0.38,1.02
['44'],"['18', '26']",0.12,0.32,1.07
"['44', '18']",['26'],0.12,0.44,1.07
"['44', '26']",['18'],0.12,0.76,1.08
"['18', '26']",['44'],0.12,0.4,1.07
['44'],"['18', '16']",0.14,0.39,1.05
"['44', '18']",['16'],0.14,0.53,1.04
"['44', '16']",['18'],0.14,0.74,1.05
"['18', '16']",['44'],0.14,0.39,1.05
"['44', '34']",['26'],0.11,0.43,1.03
"['44', '26']",['34'],0.11,0.68,1.06
"['34', '26']",['44'],0.11,0.39,1.06
['44'],"['34', '16']",0.13,0.35,1.04
"['44', '34']",['16'],0.13,0.52,1.01
"['44', '16']",['34'],0.13,0.66,1.03
"['34', '16']",['44'],0.13,0.39,1.04
['44'],"['30', '16']",0.11,0.3,1.04
"['44', '30']",['16'],0.11,0.52,1.01
"['44', '16']",['30'],0.11,0.57,1.02
"['30', '16']",['44'],0.11,0.39,1.04
['44'],"['14', '26']",0.12,0.33,1.08
"['44', '14']",['26'],0.12,0.44,1.06
"['44', '26']",['14'],0.12,0.79,1.1
"['14', '26']",['44'],0.12,0.4,1.08
['44'],"['6', '16']",0.11,0.3,1.09
"['6', '44']",['16'],0.11,0.55,1.07
"['6', '16']",['44'],0.11,0.41,1.09
"['44', '16']",['6'],0.11,0.58,1.09
['44'],"['14', '16']",0.15,0.41,1.08
"['44', '14']",['16'],0.15,0.54,1.05
"['44', '16']",['14'],0.15,0.78,1.09
"['14', '16']",['44'],0.15,0.4,1.08
['44'],"['18', '14', '16']",0.12,0.31,1.11
"['44', '18']","['14', '16']",0.12,0.43,1.13
"['44', '14']","['18', '16']",0.12,0.41,1.11
"['44', '16']","['18', '14']",0.12,0.59,1.12
"['18', '16']","['44', '14']",0.12,0.31,1.11
"['14', '16']","['44', '18']",0.12,0.3,1.13
"['44', '18', '14']",['16'],0.12,0.55,1.06
"['44', '18', '16']",['14'],0.12,0.8,1.12
"['44', '14', '16']",['18'],0.12,0.76,1.08
"['18', '14', '16']",['44'],0.12,0.41,1.11
"['44', '14']","['34', '16']",0.11,0.37,1.12
"['44', '34']","['14', '16']",0.11,0.42,1.11
"['44', '16']","['34', '14']",0.11,0.54,1.13
"['34', '16']","['44', '14']",0.11,0.32,1.12
"['34', '44', '14']",['16'],0.11,0.54,1.05
"['44', '14', '16']",['34'],0.11,0.69,1.08
"['34', '14', '16']",['44'],0.11,0.41,1.1
"['44', '34', '16']",['14'],0.11,0.82,1.14
"['1', '44']",['16'],0.11,0.55,1.07
"['1', '16']",['44'],0.11,0.39,1.05
"['44', '16']",['1'],0.11,0.56,1.07
"['44', '16']",['19'],0.11,0.57,1.05
"['44', '19']",['16'],0.11,0.52,1.02
"['16', '19']",['44'],0.11,0.39,1.04
['44'],['32'],0.16,0.44,1.07
['32'],['44'],0.16,0.4,1.07
['44'],"['18', '32']",0.12,0.32,1.07
"['44', '18']",['32'],0.12,0.45,1.08
"['44', '32']",['18'],0.12,0.74,1.05
"['18', '32']",['44'],0.12,0.4,1.07
"['44', '30']",['32'],0.1,0.47,1.13
"['44', '32']",['30'],0.1,0.62,1.1
"['30', '32']",['44'],0.1,0.41,1.11
['44'],"['34', '32']",0.11,0.31,1.11
"['44', '34']",['32'],0.11,0.46,1.11
"['44', '32']",['34'],0.11,0.7,1.09
"['34', '32']",['44'],0.11,0.41,1.11
['44'],"['14', '32']",0.12,0.33,1.1
"['44', '14']",['32'],0.12,0.43,1.05
"['44', '32']",['14'],0.12,0.75,1.04
"['14', '32']",['44'],0.12,0.41,1.1
['46'],['1'],0.2,0.54,1.04
['1'],['46'],0.2,0.39,1.04
['46'],['18'],0.28,0.75,1.07
['18'],['46'],0.28,0.4,1.07
['46'],['44'],0.14,0.39,1.03
['44'],['46'],0.14,0.38,1.03
['6'],['46'],0.21,0.4,1.07
['46'],['6'],0.21,0.57,1.07
['46'],['14'],0.28,0.75,1.05
['14'],['46'],0.28,0.39,1.05
['46'],['19'],0.21,0.55,1.02
['19'],['46'],0.21,0.38,1.02
['46'],['4'],0.16,0.42,1.07
['4'],['46'],0.16,0.4,1.07
['46'],['48'],0.19,0.51,1.06
['48'],['46'],0.19,0.4,1.06
['46'],"['1', '18']",0.15,0.41,1.07
"['46', '18']",['1'],0.15,0.55,1.06
"['46', '1']",['18'],0.15,0.77,1.09
"['1', '18']",['46'],0.15,0.4,1.07
['46'],"['6', '1']",0.12,0.32,1.14
"['6', '46']",['1'],0.12,0.57,1.1
"['6', '1']",['46'],0.12,0.42,1.14
"['46', '1']",['6'],0.12,0.6,1.13
['46'],"['1', '14']",0.15,0.41,1.07
"['46', '14']",['1'],0.15,0.54,1.05
"['46', '1']",['14'],0.15,0.75,1.05
"['1', '14']",['46'],0.15,0.4,1.07
['46'],"['1', '19']",0.11,0.3,1.04
"['46', '19']",['1'],0.11,0.54,1.05
"['1', '19']",['46'],0.11,0.39,1.04
"['46', '1']",['19'],0.11,0.56,1.03
"['46', '48']",['1'],0.1,0.55,1.05
"['46', '1']",['48'],0.1,0.52,1.08
"['1', '48']",['46'],0.1,0.41,1.1
['46'],"['44', '18']",0.11,0.3,1.11
['44'],"['46', '18']",0.11,0.3,1.07
"['46', '44']",['18'],0.11,0.78,1.11
"['46', '18']",['44'],0.11,0.4,1.07
"['44', '18']",['46'],0.11,0.41,1.11
['6'],"['46', '18']",0.16,0.31,1.11
['46'],"['6', '18']",0.16,0.44,1.16
"['6', '46']",['18'],0.16,0.78,1.11
"['6', '18']",['46'],0.16,0.43,1.16
"['46', '18']",['6'],0.16,0.59,1.11
['46'],"['18', '14']",0.22,0.58,1.1
['18'],"['46', '14']",0.22,0.31,1.09
['14'],"['46', '18']",0.22,0.3,1.07
"['46', '18']",['14'],0.22,0.77,1.07
"['46', '14']",['18'],0.22,0.77,1.09
"['18', '14']",['46'],0.22,0.41,1.1
['46'],"['18', '19']",0.16,0.43,1.07
"['46', '18']",['19'],0.16,0.57,1.06
"['46', '19']",['18'],0.16,0.78,1.1
"['18', '19']",['46'],0.16,0.4,1.07
['46'],"['4', '18']",0.12,0.33,1.12
['4'],"['46', '18']",0.12,0.31,1.09
"['46', '4']",['18'],0.12,0.77,1.09
"['46', '18']",['4'],0.12,0.43,1.09
"['4', '18']",['46'],0.12,0.42,1.12
['48'],"['46', '18']",0.15,0.31,1.09
['46'],"['18', '48']",0.15,0.39,1.13
"['46', '48']",['18'],0.15,0.77,1.09
"['18', '48']",['46'],0.15,0.42,1.13
"['46', '18']",['48'],0.15,0.52,1.09
['46'],"['44', '14']",0.11,0.3,1.06
['44'],"['46', '14']",0.11,0.3,1.08
"['46', '44']",['14'],0.11,0.78,1.09
"['46', '14']",['44'],0.11,0.4,1.08
"['44', '14']",['46'],0.11,0.4,1.06
['46'],"['6', '14']",0.16,0.42,1.08
"['6', '46']",['14'],0.16,0.74,1.04
"['6', '14']",['46'],0.16,0.4,1.08
"['46', '14']",['6'],0.16,0.56,1.06
['46'],"['6', '19']",0.13,0.34,1.13
"['6', '46']",['19'],0.13,0.59,1.1
"['6', '19']",['46'],0.13,0.42,1.13
"['46', '19']",['6'],0.13,0.61,1.15
"['6', '46']",['48'],0.11,0.51,1.07
"['6', '48']",['46'],0.11,0.42,1.13
"['46', '48']",['6'],0.11,0.57,1.08
['46'],"['14', '19']",0.16,0.43,1.08
"['46', '14']",['19'],0.16,0.58,1.07
"['46', '19']",['14'],0.16,0.78,1.09
"['14', '19']",['46'],0.16,0.4,1.08
['46'],"['4', '14']",0.12,0.32,1.12
['4'],"['46', '14']",0.12,0.3,1.09
"['46', '4']",['14'],0.12,0.76,1.06
"['46', '14']",['4'],0.12,0.43,1.09
"['4', '14']",['46'],0.12,0.42,1.12
['46'],"['48', '14']",0.14,0.39,1.09
['48'],"['46', '14']",0.14,0.3,1.08
"['46', '48']",['14'],0.14,0.76,1.06
"['46', '14']",['48'],0.14,0.52,1.08
"['48', '14']",['46'],0.14,0.41,1.09
"['46', '48']",['19'],0.1,0.55,1.02
"['46', '19']",['48'],0.1,0.51,1.06
"['48', '19']",['46'],0.1,0.39,1.05
['46'],"['1', '18', '14']",0.12,0.32,1.09
"['46', '18']","['1', '14']",0.12,0.42,1.11
"['46', '14']","['1', '18']",0.12,0.43,1.1
"['46', '1']","['18', '14']",0.12,0.59,1.12
"['1', '18']","['46', '14']",0.12,0.31,1.1
"['1', '14']","['46', '18']",0.12,0.31,1.11
"['46', '18', '14']",['1'],0.12,0.55,1.06
"['46', '18', '1']",['14'],0.12,0.77,1.08
"['46', '14', '1']",['18'],0.12,0.78,1.11
"['1', '18', '14']",['46'],0.12,0.41,1.09
['46'],"['6', '18', '14']",0.13,0.34,1.16
"['6', '46']","['18', '14']",0.13,0.59,1.13
"['6', '18']","['46', '14']",0.13,0.33,1.18
"['6', '14']","['46', '18']",0.13,0.32,1.15
"['46', '18']","['6', '14']",0.13,0.45,1.15
"['46', '14']","['6', '18']",0.13,0.45,1.18
"['6', '18', '46']",['14'],0.13,0.76,1.06
"['6', '14', '46']",['18'],0.13,0.8,1.14
"['6', '18', '14']",['46'],0.13,0.43,1.16
"['46', '18', '14']",['6'],0.13,0.58,1.11
['46'],"['18', '14', '19']",0.13,0.34,1.11
"['46', '18']","['14', '19']",0.13,0.45,1.13
"['46', '14']","['18', '19']",0.13,0.45,1.13
"['46', '19']","['18', '14']",0.13,0.61,1.16
"['18', '19']","['46', '14']",0.13,0.32,1.13
